pm2_5,pm10,co2,voc,temperature,humidity,aqi_category,suggestion
23.7,70.27,1012.2,463.34,22.92,44.42,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.76,103.09,827.35,282.98,32.5,42.34,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.38,50.66,1153.08,233.05,24.93,63.51,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.74,5.0,1049.37,279.09,19.5,31.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
4.86,141.56,635.88,259.48,13.59,43.5,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.39,35.1,350.0,436.92,23.62,59.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
62.56,32.93,1096.39,296.63,34.88,36.94,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
17.31,108.63,1089.85,168.34,34.29,45.1,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
77.98,56.54,408.45,407.18,24.41,21.83,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.77,67.78,1127.31,434.57,26.13,64.09,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
65.76,86.9,845.53,49.25,25.68,44.68,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
23.55,107.93,790.17,479.92,21.33,38.51,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.36,58.33,1153.7,304.71,23.26,35.57,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.7,123.2,1086.17,292.49,32.91,48.73,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
62.26,5.0,912.83,400.99,30.52,31.3,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.3,96.59,868.3,164.95,29.37,84.14,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
53.83,40.62,904.1,393.12,21.32,19.23,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
10.61,118.03,649.99,193.48,28.5,48.24,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
17.62,74.97,736.22,28.76,16.48,56.6,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.93,46.45,524.42,100.34,32.21,43.37,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
16.29,93.2,666.74,335.05,29.29,58.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.58,101.26,658.34,108.18,21.27,43.01,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
5.82,92.47,591.17,491.51,36.08,77.95,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.2,33.96,784.19,428.39,19.02,38.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
9.19,53.06,669.0,450.02,30.65,19.73,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
53.81,69.86,875.56,268.72,30.78,35.52,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.64,68.56,350.0,288.68,21.8,60.8,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.58,96.24,721.66,70.94,27.81,53.23,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.55,5.0,782.89,399.37,19.82,66.28,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.51,81.7,672.34,306.98,13.77,62.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.53,59.85,706.9,335.1,22.66,45.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
14.79,40.65,353.69,503.25,24.92,47.66,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,44.01,839.12,159.11,31.22,49.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.74,62.49,911.9,231.08,28.34,83.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,5.0,873.38,299.0,28.47,65.36,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
42.38,45.45,1009.68,109.68,22.93,83.38,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.41,39.35,800.38,221.86,25.35,67.61,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
56.98,88.65,869.67,323.94,23.35,54.05,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.45,41.81,789.02,201.19,21.88,39.71,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.76,62.47,921.89,446.35,25.03,58.02,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
58.3,123.98,355.69,23.36,28.37,54.09,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.38,104.8,526.6,418.42,25.14,53.6,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.9,101.58,1146.72,349.18,26.38,51.86,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.73,52.5,350.0,164.68,31.47,24.21,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,89.01,714.96,111.34,25.5,73.91,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
58.92,61.81,1043.07,10.0,21.33,54.24,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.31,63.14,726.68,130.72,30.82,33.79,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
14.58,84.34,648.75,407.08,29.33,62.23,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.9,49.11,782.36,241.59,29.64,42.16,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.02,122.26,661.72,424.45,31.13,63.43,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.64,64.4,757.71,157.02,30.28,68.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.35,91.64,579.15,356.07,28.14,70.29,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
75.78,120.95,1027.17,142.38,39.96,52.59,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
67.04,106.11,1105.82,105.16,21.58,48.79,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
7.19,20.69,716.65,233.93,25.07,45.62,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.55,85.57,403.38,150.26,32.84,44.16,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
73.22,99.78,619.04,18.58,28.71,54.74,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.67,101.22,704.0,222.65,31.79,51.86,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
67.27,31.03,876.38,265.97,28.85,42.62,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
90.31,47.0,498.0,440.25,34.87,37.84,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
65.59,104.81,557.71,390.52,22.96,53.37,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.23,43.34,877.67,432.99,34.71,48.49,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
66.13,59.51,984.73,358.05,33.85,37.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
43.62,125.16,594.6,299.89,21.95,67.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
40.6,68.33,416.7,65.66,31.15,81.58,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.21,44.56,1571.03,272.48,27.78,69.44,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
79.09,39.28,945.83,339.52,24.97,44.2,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.54,81.65,683.25,468.62,18.56,54.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
78.31,23.34,967.26,352.94,22.95,78.11,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.5,61.34,718.89,436.06,31.54,37.39,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
5.02,81.66,966.79,95.2,32.07,66.74,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.19,115.47,789.85,201.04,26.95,33.28,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,93.36,772.82,314.4,32.08,80.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.64,45.01,721.6,424.14,32.73,48.55,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
62.13,111.24,388.15,228.22,28.77,88.44,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.19,59.52,1234.52,237.63,24.39,80.92,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
43.09,26.75,514.62,353.07,30.21,53.4,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
88.85,63.98,409.99,81.12,30.43,44.21,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.36,120.34,696.79,491.11,31.37,57.92,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
13.53,75.78,509.63,118.13,32.33,52.3,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
77.04,70.44,737.07,10.0,21.19,48.98,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
89.06,127.3,921.94,251.51,25.45,30.13,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
40.09,19.9,998.83,504.77,18.51,47.28,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
65.29,25.0,953.68,337.97,31.73,38.34,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
73.54,13.45,673.59,362.66,26.94,63.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
21.44,83.04,762.4,256.21,30.15,69.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.87,75.83,851.97,227.14,20.62,66.11,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
70.77,124.0,350.0,18.26,35.0,60.14,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
82.13,78.52,892.65,10.0,22.03,42.21,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.07,55.85,385.68,279.44,31.87,58.08,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
18.0,70.06,1260.09,446.88,28.59,66.89,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
89.68,74.12,648.87,301.62,27.05,46.21,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
26.73,11.49,703.78,343.54,26.65,56.78,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.62,164.86,557.57,487.56,24.81,52.82,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
48.56,88.2,592.51,299.32,34.48,79.94,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
78.85,77.35,1318.52,231.6,28.06,67.77,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
61.35,91.53,985.09,127.22,21.65,64.14,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
50.37,94.83,362.7,553.33,26.08,29.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.58,65.08,1126.05,328.98,28.64,57.59,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
41.09,47.91,1048.31,108.46,32.49,52.67,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
53.95,90.98,679.7,74.32,24.98,52.55,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,83.5,826.67,437.96,25.31,31.55,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.58,41.65,746.26,94.38,28.12,38.68,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.03,119.67,1243.14,528.08,32.37,53.98,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
11.22,80.27,550.93,10.0,21.16,71.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.66,95.54,786.5,463.39,30.53,46.14,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.89,118.72,642.96,323.03,25.68,49.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
83.89,70.77,391.74,267.79,26.38,81.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
79.33,81.09,1297.91,223.68,38.01,50.55,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
28.35,98.35,454.61,533.61,27.02,53.07,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
36.23,44.63,805.03,356.06,31.77,53.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.15,71.89,350.0,114.52,31.59,34.82,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.71,74.39,650.23,10.0,22.1,63.58,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.88,36.54,855.49,276.59,18.77,45.21,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
21.04,151.12,543.82,249.84,32.1,54.55,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
11.73,20.74,896.7,22.02,22.58,61.67,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.57,24.57,682.74,241.69,19.68,84.14,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
55.74,116.0,1040.02,163.91,33.13,35.23,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
19.89,94.96,1090.44,251.39,22.9,67.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
62.38,34.09,603.31,358.89,24.14,68.03,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.21,91.26,769.18,473.89,37.87,45.43,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
46.33,121.37,795.86,386.33,19.7,63.99,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
60.51,68.94,904.84,141.78,21.72,79.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.16,160.96,753.6,305.34,25.7,43.53,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
51.37,9.66,797.55,259.47,26.8,58.62,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.09,94.28,689.15,50.18,23.53,61.07,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
35.09,110.83,778.81,309.73,22.21,63.01,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.85,101.2,1074.49,528.5,35.55,66.54,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
21.34,62.85,911.52,254.86,29.31,57.49,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
35.58,59.83,925.31,10.87,30.93,62.7,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,85.55,930.77,254.54,27.31,41.33,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.72,98.55,711.55,67.94,29.45,57.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.88,91.09,829.71,379.54,32.66,47.85,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.6,106.4,478.71,328.73,23.02,36.55,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.96,34.34,1067.2,224.36,29.32,47.36,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.46,62.03,350.0,200.33,31.48,59.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.99,37.1,728.21,218.16,35.72,61.54,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.86,56.49,1035.22,251.24,37.74,35.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
23.76,105.53,409.03,134.16,28.35,40.93,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
9.92,73.78,849.94,41.84,33.69,65.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
13.95,161.24,579.81,420.8,14.65,62.62,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.82,76.77,657.8,192.19,35.76,68.31,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.2,72.09,986.49,275.06,24.37,75.52,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
20.75,73.72,799.51,292.79,26.79,63.07,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
7.6,47.68,350.0,298.3,30.21,48.78,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
28.6,67.98,505.89,73.93,27.23,56.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.54,109.47,993.83,10.0,28.98,79.9,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.88,73.99,862.24,161.7,35.94,95.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.06,42.23,1187.03,309.36,26.08,61.95,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
29.68,37.62,1170.66,140.81,22.57,63.03,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
16.83,54.24,664.44,196.76,37.07,65.89,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.21,72.59,1375.81,569.09,30.63,55.36,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
18.79,111.78,756.12,10.0,37.61,72.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
54.33,23.08,509.33,136.74,32.32,70.12,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,58.81,591.59,534.49,21.38,60.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.01,75.05,350.0,243.31,31.23,50.23,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.53,5.82,1151.75,144.1,23.08,32.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.6,40.82,1148.69,425.32,28.04,65.99,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
107.33,46.2,496.12,258.28,27.62,58.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
48.75,42.14,693.03,197.75,19.91,43.93,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
14.9,76.72,773.9,278.86,23.94,38.05,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.61,64.38,509.91,151.28,39.03,64.92,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,50.56,350.0,97.38,29.19,30.98,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.99,84.98,697.41,232.96,27.12,59.49,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.17,130.31,669.73,98.35,37.06,67.65,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
62.88,127.37,652.9,251.6,26.02,63.25,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
26.26,5.0,805.68,303.16,27.54,49.14,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
37.08,90.2,1107.38,377.96,32.95,36.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.11,63.77,674.23,419.19,26.0,63.81,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
83.47,75.43,792.61,189.14,24.27,73.01,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
31.97,56.06,931.72,324.91,16.73,46.41,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
85.81,74.12,888.54,323.88,23.32,62.6,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
60.35,75.3,596.39,299.17,23.27,78.72,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.05,49.74,774.09,178.08,28.79,60.08,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.22,38.63,886.88,95.79,24.95,49.05,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.84,54.3,467.91,325.3,38.79,70.61,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,78.2,1065.88,10.0,22.71,43.94,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.03,90.96,1107.9,209.82,35.0,35.53,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
61.13,99.87,569.3,10.0,29.1,67.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.78,52.7,798.42,49.54,32.03,48.91,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
4.87,79.93,910.57,118.43,31.73,50.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.69,103.69,613.6,414.51,16.91,45.6,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
82.6,110.8,870.4,353.22,27.94,47.91,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
71.17,67.94,790.81,166.91,26.69,76.05,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
38.45,62.27,383.02,359.41,22.34,79.94,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
63.79,76.69,864.79,383.14,30.3,81.92,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.84,29.76,474.96,225.9,36.58,71.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,63.22,984.8,42.34,14.63,61.99,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
16.89,96.06,582.2,218.81,25.33,33.52,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
79.07,92.47,709.68,235.32,21.77,52.19,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
33.15,60.54,1093.07,65.13,28.36,87.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
33.92,77.62,874.1,305.06,26.37,48.47,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.5,41.14,480.13,291.97,24.97,77.71,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
87.6,94.62,496.27,316.76,31.45,55.83,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
80.65,67.28,600.17,291.84,36.18,15.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
95.47,60.34,848.66,359.48,41.31,64.61,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
36.02,57.34,839.57,223.1,24.3,73.99,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.39,67.8,539.22,280.27,18.9,54.27,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.08,54.32,458.2,190.34,30.8,73.5,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
76.92,93.04,820.4,162.33,36.05,29.98,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
10.81,56.17,704.53,450.74,32.07,34.22,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.42,125.75,1289.3,10.0,36.03,58.07,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.57,121.28,759.15,381.51,26.87,62.16,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.28,38.8,1203.56,156.92,24.95,75.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.07,72.44,457.4,137.49,28.58,64.58,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.8,47.23,356.7,289.24,26.35,37.1,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.52,58.57,469.98,26.56,31.32,58.2,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.29,140.08,1047.28,127.6,32.85,64.01,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
60.83,59.24,1189.03,122.63,33.24,26.89,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.38,82.61,554.46,216.79,30.55,54.35,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.51,88.95,634.86,129.38,29.23,49.97,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
70.45,34.98,457.75,490.17,31.97,45.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.17,40.07,350.0,519.55,18.19,62.48,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
22.05,27.79,929.6,10.0,29.05,37.75,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
34.24,38.99,805.76,331.65,28.26,61.25,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
69.49,5.0,752.62,378.8,29.07,63.39,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
44.85,89.06,399.99,331.45,27.56,71.26,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.72,141.9,1159.99,151.28,30.16,38.15,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.1,75.17,624.16,213.39,25.13,32.42,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
12.44,20.43,883.41,137.76,33.65,59.18,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
57.03,47.5,386.36,186.96,30.37,50.71,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
50.22,53.94,702.37,68.51,28.75,95.0,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
32.3,34.38,822.84,232.78,24.51,61.88,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
19.04,100.11,831.77,24.58,32.08,55.87,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
17.83,98.36,788.66,219.98,29.03,52.41,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
53.37,29.56,873.63,62.71,24.22,36.73,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
70.72,95.38,467.37,281.02,27.72,63.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.07,123.44,799.34,148.09,31.15,53.81,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.46,136.59,778.44,293.59,30.76,53.83,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
2.0,170.28,807.92,412.24,30.44,56.42,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
25.38,38.43,768.09,488.42,28.46,58.32,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
39.22,168.85,431.7,10.0,33.13,28.91,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
17.26,57.6,420.55,124.87,34.19,67.56,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
16.59,49.26,350.0,204.54,31.69,42.3,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
23.31,81.45,954.38,319.05,25.06,52.93,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
47.3,49.63,956.91,10.0,22.71,74.29,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
35.32,83.97,960.89,102.69,25.28,81.69,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,23.8,826.7,269.55,37.77,29.49,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,61.64,350.0,262.73,29.41,55.45,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
24.83,115.0,493.32,306.64,38.63,59.09,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
51.44,68.0,792.6,316.55,27.4,32.39,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,74.96,783.88,300.79,26.71,67.04,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
27.51,86.63,694.31,279.05,27.63,56.74,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
26.84,110.97,842.23,258.36,27.54,57.91,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
74.71,12.07,752.91,349.71,24.13,41.24,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
30.37,90.46,780.19,10.0,22.26,61.19,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
49.57,60.62,590.23,481.65,30.51,67.57,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
43.53,75.83,995.5,10.0,33.27,56.91,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
2.0,107.1,642.31,88.13,40.22,47.29,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
59.21,28.2,417.34,215.99,25.83,48.46,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
45.38,34.56,557.25,350.89,26.24,58.31,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
52.71,5.0,662.88,10.0,24.14,55.73,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
138.16,50.78,998.5,245.78,33.63,68.57,Moderate,Air quality is acceptable. Sensitive individuals should limit prolonged or heavy exertion.
2.0,116.57,739.43,368.86,32.07,47.8,Good,Air quality is good. Normal indoor and outdoor activities are acceptable.
